Data,NomeDia,TCC Faturamento Realizado,TCC Faturamento Projetado Power BI
2023-04-19 00:00:00,QUARTA-FEIRA,R$ 37194,R$ 383323
2023-04-20 00:00:00,QUINTA-FEIRA,R$ 20305,R$ 394614
2023-04-21 00:00:00,SEXTA-FEIRA,,R$ 375823
2023-04-22 00:00:00,SÁBADO,,R$ 358740
2023-04-23 00:00:00,DOMINGO,,R$ 343143
2023-04-24 00:00:00,SEGUNDA-FEIRA,R$ 15791,R$ 348584
2023-04-25 00:00:00,TERÇA-FEIRA,R$ 40720,R$ 383504
2023-04-26 00:00:00,QUARTA-FEIRA,R$ 25386,R$ 398046
2023-04-27 00:00:00,QUINTA-FEIRA,R$ 17790,R$ 403070
2023-04-28 00:00:00,SEXTA-FEIRA,R$ 24365,R$ 414780
2023-04-29 00:00:00,SÁBADO,R$ 974,R$ 401484
2023-04-30 00:00:00,DOMINGO,,R$ 388101
2023-05-02 00:00:00,TERÇA-FEIRA,R$ 29868,R$ 462949
2023-05-03 00:00:00,QUARTA-FEIRA,R$ 32995,R$ 649576
2023-05-04 00:00:00,QUINTA-FEIRA,R$ 15844,R$ 609971
2023-05-05 00:00:00,SEXTA-FEIRA,R$ 2035,R$ 500591
2023-05-06 00:00:00,SÁBADO,R$ 2274,R$ 428910
2023-05-07 00:00:00,DOMINGO,,R$ 367637
2023-05-08 00:00:00,SEGUNDA-FEIRA,R$ 15729,R$ 382632
2023-05-09 00:00:00,TERÇA-FEIRA,R$ 9423,R$ 372575
2023-05-10 00:00:00,QUARTA-FEIRA,R$ 40681,R$ 461429
2023-05-11 00:00:00,QUINTA-FEIRA,R$ 19670,R$ 474915
2023-05-12 00:00:00,SEXTA-FEIRA,R$ 18945,R$ 484280
2023-05-13 00:00:00,SÁBADO,,R$ 447027
2023-05-14 00:00:00,DOMINGO,,R$ 415097
2023-05-15 00:00:00,SEGUNDA-FEIRA,R$ 3859,R$ 395399
2023-05-16 00:00:00,TERÇA-FEIRA,R$ 7621,R$ 385452
2023-05-17 00:00:00,QUARTA-FEIRA,R$ 18184,R$ 395937
2023-05-18 00:00:00,QUINTA-FEIRA,R$ 15422,R$ 400501
2023-05-19 00:00:00,SEXTA-FEIRA,R$ 6000,R$ 389212
2023-05-20 00:00:00,SÁBADO,R$ 406,R$ 370381
2023-05-21 00:00:00,DOMINGO,,R$ 352744
2023-05-22 00:00:00,SEGUNDA-FEIRA,R$ 9396,R$ 349950
2023-05-23 00:00:00,TERÇA-FEIRA,R$ 8976,R$ 346833
2023-05-24 00:00:00,QUARTA-FEIRA,R$ 38177,R$ 381693
2023-05-25 00:00:00,QUINTA-FEIRA,R$ 11305,R$ 380443
2023-05-26 00:00:00,SEXTA-FEIRA,R$ 3616,R$ 370122
2023-05-27 00:00:00,SÁBADO,,R$ 356414
2023-05-28 00:00:00,DOMINGO,,R$ 343685
2023-05-29 00:00:00,SEGUNDA-FEIRA,R$ 13862,R$ 346652
2023-05-30 00:00:00,TERÇA-FEIRA,R$ 11700,R$ 347187
2023-05-31 00:00:00,QUARTA-FEIRA,R$ 46086,R$ 382074
2023-06-01 00:00:00,QUINTA-FEIRA,R$ 8747,R$ 262420
2023-06-02 00:00:00,SEXTA-FEIRA,R$ 3042,R$ 176842
2023-06-03 00:00:00,SÁBADO,R$ 1005,R$ 127942
2023-06-04 00:00:00,DOMINGO,,R$ 95956
2023-06-05 00:00:00,SEGUNDA-FEIRA,R$ 13110,R$ 155428
2023-06-06 00:00:00,TERÇA-FEIRA,R$ 11523,R$ 187136
2023-06-07 00:00:00,QUARTA-FEIRA,R$ 37363,R$ 320528
2023-06-08 00:00:00,QUINTA-FEIRA,,R$ 280462
2023-06-09 00:00:00,SEXTA-FEIRA,R$ 25688,R$ 334927
2023-06-10 00:00:00,SÁBADO,,R$ 301434
2023-06-11 00:00:00,DOMINGO,,R$ 274031
2023-06-12 00:00:00,SEGUNDA-FEIRA,R$ 12186,R$ 281660
2023-06-13 00:00:00,TERÇA-FEIRA,R$ 9237,R$ 281309
2023-06-14 00:00:00,QUARTA-FEIRA,R$ 18216,R$ 300250
2023-06-15 00:00:00,QUINTA-FEIRA,R$ 5294,R$ 290822
2023-06-16 00:00:00,SEXTA-FEIRA,R$ 6033,R$ 283959
2023-06-17 00:00:00,SÁBADO,,R$ 267255
2023-06-18 00:00:00,DOMINGO,,R$ 252408
2023-06-19 00:00:00,SEGUNDA-FEIRA,R$ 9458,R$ 254056
2023-06-20 00:00:00,TERÇA-FEIRA,R$ 9072,R$ 254962
2023-06-21 00:00:00,QUARTA-FEIRA,R$ 14705,R$ 263827
2023-06-22 00:00:00,QUINTA-FEIRA,R$ 8082,R$ 262857
2023-06-23 00:00:00,SEXTA-FEIRA,R$ 6800,R$ 260297
2023-06-24 00:00:00,SÁBADO,,R$ 249451
2023-06-25 00:00:00,DOMINGO,,R$ 239473
2023-06-26 00:00:00,SEGUNDA-FEIRA,R$ 14366,R$ 246839
2023-06-27 00:00:00,TERÇA-FEIRA,R$ 14093,R$ 253356
2023-06-28 00:00:00,QUARTA-FEIRA,R$ 36489,R$ 283403
2023-06-29 00:00:00,QUINTA-FEIRA,R$ 14282,R$ 288405
2023-06-30 00:00:00,SEXTA-FEIRA,R$ 31440,R$ 310232
2023-07-03 00:00:00,SEGUNDA-FEIRA,R$ 25525,R$ 263757
2023-07-04 00:00:00,TERÇA-FEIRA,R$ 9667,R$ 272741
2023-07-05 00:00:00,QUARTA-FEIRA,R$ 8394,R$ 270236
2023-07-06 00:00:00,QUINTA-FEIRA,R$ 19771,R$ 327348
2023-07-07 00:00:00,SEXTA-FEIRA,R$ 3511,R$ 296133
2023-07-08 00:00:00,SÁBADO,,R$ 259117
2023-07-09 00:00:00,DOMINGO,,R$ 230326
2023-07-10 00:00:00,SEGUNDA-FEIRA,R$ 16300,R$ 257824
2023-07-11 00:00:00,TERÇA-FEIRA,R$ 20223,R$ 291379
2023-07-12 00:00:00,QUARTA-FEIRA,R$ 19007,R$ 316199
2023-07-13 00:00:00,QUINTA-FEIRA,R$ 15275,R$ 328302
2023-07-14 00:00:00,SEXTA-FEIRA,R$ 3372,R$ 312318
2023-07-15 00:00:00,SÁBADO,,R$ 291497
2023-07-16 00:00:00,DOMINGO,,R$ 273279
2023-07-17 00:00:00,SEGUNDA-FEIRA,R$ 3042,R$ 262751
2023-07-18 00:00:00,TERÇA-FEIRA,R$ 11636,R$ 268193
2023-07-19 00:00:00,QUARTA-FEIRA,R$ 25085,R$ 295006
2023-07-20 00:00:00,QUINTA-FEIRA,R$ 17387,R$ 307207
2023-07-21 00:00:00,SEXTA-FEIRA,R$ 3667,R$ 297990
2023-07-22 00:00:00,SÁBADO,,R$ 284445
2023-07-23 00:00:00,DOMINGO,,R$ 272078
2023-07-24 00:00:00,SEGUNDA-FEIRA,R$ 10520,R$ 274330
2023-07-25 00:00:00,TERÇA-FEIRA,R$ 32595,R$ 303774
2023-07-26 00:00:00,QUARTA-FEIRA,R$ 29491,R$ 327253
2023-07-27 00:00:00,QUINTA-FEIRA,R$ 24663,R$ 343449
2023-07-28 00:00:00,SEXTA-FEIRA,R$ 41476,R$ 377102
2023-07-29 00:00:00,SÁBADO,,R$ 364099
2023-07-30 00:00:00,DOMINGO,,R$ 351962
2023-07-31 00:00:00,SEGUNDA-FEIRA,R$ 28650,R$ 369259
2023-08-01 00:00:00,TERÇA-FEIRA,R$ 11827,R$ 366626
2023-08-02 00:00:00,QUARTA-FEIRA,R$ 18048,R$ 463063
2023-08-03 00:00:00,QUINTA-FEIRA,R$ 14011,R$ 453485
2023-08-04 00:00:00,SEXTA-FEIRA,R$ 5940,R$ 386145
2023-08-05 00:00:00,SÁBADO,,R$ 308916
2023-08-06 00:00:00,DOMINGO,,R$ 257430
2023-08-07 00:00:00,SEGUNDA-FEIRA,R$ 15952,R$ 291300
2023-08-08 00:00:00,TERÇA-FEIRA,R$ 11442,R$ 299225
2023-08-09 00:00:00,QUARTA-FEIRA,R$ 66489,R$ 494997
2023-08-10 00:00:00,QUINTA-FEIRA,R$ 10887,R$ 479248
2023-08-11 00:00:00,SEXTA-FEIRA,R$ 37360,R$ 540967
2023-08-12 00:00:00,SÁBADO,,R$ 495887
2023-08-13 00:00:00,DOMINGO,,R$ 457741
2023-08-14 00:00:00,SEGUNDA-FEIRA,R$ 9458,R$ 445989
2023-08-15 00:00:00,TERÇA-FEIRA,R$ 7884,R$ 432550
2023-08-16 00:00:00,QUARTA-FEIRA,R$ 27717,R$ 459217
2023-08-17 00:00:00,QUINTA-FEIRA,R$ 16298,R$ 461924
2023-08-18 00:00:00,SEXTA-FEIRA,R$ 7512,R$ 449199
2023-08-19 00:00:00,SÁBADO,,R$ 425557
2023-08-20 00:00:00,DOMINGO,,R$ 404279
2023-08-21 00:00:00,SEGUNDA-FEIRA,R$ 23833,R$ 420209
2023-08-22 00:00:00,TERÇA-FEIRA,R$ 26210,R$ 438041
2023-08-23 00:00:00,QUARTA-FEIRA,R$ 28768,R$ 457770
2023-08-24 00:00:00,QUINTA-FEIRA,R$ 13210,R$ 455759
2023-08-25 00:00:00,SEXTA-FEIRA,R$ 9776,R$ 449650
2023-08-26 00:00:00,SÁBADO,,R$ 432356
2023-08-27 00:00:00,DOMINGO,,R$ 416343
2023-08-28 00:00:00,SEGUNDA-FEIRA,R$ 17901,R$ 421292
2023-08-29 00:00:00,TERÇA-FEIRA,R$ 28343,R$ 437063
2023-08-30 00:00:00,QUARTA-FEIRA,R$ 57320,R$ 481724
2023-08-31 00:00:00,QUINTA-FEIRA,R$ 18908,R$ 485093
2023-09-01 00:00:00,SEXTA-FEIRA,R$ 11208,R$ 336245
2023-09-02 00:00:00,SÁBADO,,R$ 168123
2023-09-03 00:00:00,DOMINGO,,R$ 112082
2023-09-04 00:00:00,SEGUNDA-FEIRA,R$ 12381,R$ 176921
2023-09-05 00:00:00,TERÇA-FEIRA,R$ 11632,R$ 211330
2023-09-06 00:00:00,QUARTA-FEIRA,R$ 20567,R$ 278945
2023-09-07 00:00:00,QUINTA-FEIRA,,R$ 239096
2023-09-08 00:00:00,SEXTA-FEIRA,R$ 48919,R$ 392657
2023-09-09 00:00:00,SÁBADO,R$ 6900,R$ 372028
2023-09-10 00:00:00,DOMINGO,,R$ 334825
2023-09-11 00:00:00,SEGUNDA-FEIRA,R$ 13096,R$ 340103
2023-09-12 00:00:00,TERÇA-FEIRA,R$ 40906,R$ 414026
2023-09-13 00:00:00,QUARTA-FEIRA,R$ 38755,R$ 471613
2023-09-14 00:00:00,QUINTA-FEIRA,R$ 9102,R$ 457430
2023-09-15 00:00:00,SEXTA-FEIRA,R$ 18933,R$ 464801
2023-09-16 00:00:00,SÁBADO,,R$ 435751
2023-09-17 00:00:00,DOMINGO,,R$ 410118
2023-09-18 00:00:00,SEGUNDA-FEIRA,R$ 47216,R$ 466027
2023-09-19 00:00:00,TERÇA-FEIRA,R$ 26717,R$ 483684
2023-09-20 00:00:00,QUARTA-FEIRA,R$ 408,R$ 460112
2023-09-21 00:00:00,QUINTA-FEIRA,R$ 22109,R$ 469786
2023-09-22 00:00:00,SEXTA-FEIRA,R$ 17178,R$ 471857
2023-09-23 00:00:00,SÁBADO,,R$ 451341
2023-09-24 00:00:00,DOMINGO,,R$ 432535
2023-09-25 00:00:00,SEGUNDA-FEIRA,R$ 14104,R$ 432158
2023-09-26 00:00:00,TERÇA-FEIRA,R$ 51623,R$ 475101
2023-09-27 00:00:00,QUARTA-FEIRA,R$ 12403,R$ 471286
2023-09-28 00:00:00,QUINTA-FEIRA,R$ 24772,R$ 480996
2023-09-29 00:00:00,SEXTA-FEIRA,R$ 18453,R$ 483499
2023-09-30 00:00:00,SÁBADO,R$ 2542,R$ 469924
2023-10-02 00:00:00,SEGUNDA-FEIRA,R$ 14815,R$ 229627
2023-10-03 00:00:00,TERÇA-FEIRA,R$ 31266,R$ 476166
2023-10-04 00:00:00,QUARTA-FEIRA,R$ 22422,R$ 530892
2023-10-05 00:00:00,QUINTA-FEIRA,R$ 20547,R$ 552106
2023-10-06 00:00:00,SEXTA-FEIRA,R$ 13428,R$ 529465
2023-10-07 00:00:00,SÁBADO,,R$ 453827
2023-10-08 00:00:00,DOMINGO,,R$ 397099
2023-10-09 00:00:00,SEGUNDA-FEIRA,R$ 11068,R$ 391100
2023-10-10 00:00:00,TERÇA-FEIRA,R$ 41706,R$ 481280
2023-10-11 00:00:00,QUARTA-FEIRA,R$ 41910,R$ 555638
2023-10-12 00:00:00,QUINTA-FEIRA,,R$ 509335
2023-10-13 00:00:00,SEXTA-FEIRA,R$ 15623,R$ 507410
2023-10-14 00:00:00,SÁBADO,,R$ 471166
2023-10-15 00:00:00,DOMINGO,,R$ 439755
2023-10-16 00:00:00,SEGUNDA-FEIRA,R$ 12307,R$ 436116
2023-10-17 00:00:00,TERÇA-FEIRA,R$ 36082,R$ 476259
2023-10-18 00:00:00,QUARTA-FEIRA,R$ 13628,R$ 473271
2023-10-19 00:00:00,QUINTA-FEIRA,R$ 26590,R$ 491745
2023-10-20 00:00:00,SEXTA-FEIRA,R$ 7860,R$ 479341
2023-10-21 00:00:00,SÁBADO,,R$ 456515
2023-10-22 00:00:00,DOMINGO,,R$ 435764
2023-10-23 00:00:00,SEGUNDA-FEIRA,R$ 67656,R$ 508007
2023-10-24 00:00:00,TERÇA-FEIRA,R$ 10706,R$ 500669
2023-10-25 00:00:00,QUARTA-FEIRA,R$ 46235,R$ 537973
2023-10-26 00:00:00,QUINTA-FEIRA,R$ 24347,R$ 546311
2023-10-27 00:00:00,SEXTA-FEIRA,R$ 33212,R$ 564210
2023-10-28 00:00:00,SÁBADO,R$ 1301,R$ 545500
2023-10-29 00:00:00,DOMINGO,,R$ 526690
2023-10-30 00:00:00,SEGUNDA-FEIRA,R$ 25692,R$ 535682
2023-10-31 00:00:00,TERÇA-FEIRA,R$ 59204,R$ 577607
2023-11-01 00:00:00,QUARTA-FEIRA,R$ 16584,R$ 497513
2023-11-02 00:00:00,QUINTA-FEIRA,,R$ 248756
2023-11-03 00:00:00,SEXTA-FEIRA,R$ 26890,R$ 434739
2023-11-04 00:00:00,SÁBADO,,R$ 326054
2023-11-05 00:00:00,DOMINGO,,R$ 260843
2023-11-06 00:00:00,SEGUNDA-FEIRA,R$ 12721,R$ 280975
2023-11-07 00:00:00,TERÇA-FEIRA,R$ 11211,R$ 288881
2023-11-08 00:00:00,QUARTA-FEIRA,R$ 50176,R$ 440929
2023-11-09 00:00:00,QUINTA-FEIRA,R$ 35792,R$ 511242
2023-11-10 00:00:00,SEXTA-FEIRA,R$ 17765,R$ 513413
2023-11-11 00:00:00,SÁBADO,,R$ 466739
2023-11-12 00:00:00,DOMINGO,,R$ 427844
2023-11-13 00:00:00,SEGUNDA-FEIRA,R$ 24844,R$ 452265
2023-11-14 00:00:00,TERÇA-FEIRA,R$ 45608,R$ 517692
2023-11-15 00:00:00,QUARTA-FEIRA,,R$ 483179
2023-11-16 00:00:00,QUINTA-FEIRA,R$ 31787,R$ 512581
2023-11-17 00:00:00,SEXTA-FEIRA,R$ 25265,R$ 527015
2023-11-18 00:00:00,SÁBADO,,R$ 497736
2023-11-19 00:00:00,DOMINGO,,R$ 471539
2023-11-20 00:00:00,SEGUNDA-FEIRA,R$ 95142,R$ 590675
2023-11-21 00:00:00,TERÇA-FEIRA,R$ 12791,R$ 580820
2023-11-22 00:00:00,QUARTA-FEIRA,R$ 42055,R$ 611767
2023-11-23 00:00:00,QUINTA-FEIRA,R$ 21069,R$ 612650
2023-11-24 00:00:00,SEXTA-FEIRA,R$ 18883,R$ 610726
2023-11-25 00:00:00,SÁBADO,,R$ 586297
2023-11-26 00:00:00,DOMINGO,,R$ 563747
2023-11-27 00:00:00,SEGUNDA-FEIRA,R$ 36410,R$ 583323
2023-11-28 00:00:00,TERÇA-FEIRA,R$ 31599,R$ 596347
2023-11-29 00:00:00,QUARTA-FEIRA,R$ 40909,R$ 618103
2023-11-30 00:00:00,QUINTA-FEIRA,R$ 75320,R$ 672819
2023-12-01 00:00:00,SEXTA-FEIRA,R$ 11147,R$ 345544
2023-12-02 00:00:00,SÁBADO,,R$ 172772
2023-12-03 00:00:00,DOMINGO,,R$ 115181
2023-12-04 00:00:00,SEGUNDA-FEIRA,R$ 52128,R$ 490380
2023-12-05 00:00:00,TERÇA-FEIRA,R$ 19048,R$ 510402
2023-12-06 00:00:00,QUARTA-FEIRA,R$ 60879,R$ 739876
2023-12-07 00:00:00,QUINTA-FEIRA,R$ 39071,R$ 807210
2023-12-08 00:00:00,SEXTA-FEIRA,R$ 11861,R$ 752271
2023-12-09 00:00:00,SÁBADO,,R$ 668685
2023-12-10 00:00:00,DOMINGO,,R$ 601817
2023-12-11 00:00:00,SEGUNDA-FEIRA,R$ 32176,R$ 637783
2023-12-12 00:00:00,TERÇA-FEIRA,R$ 44287,R$ 699044
2023-12-13 00:00:00,QUARTA-FEIRA,R$ 72822,R$ 818922
2023-12-14 00:00:00,QUINTA-FEIRA,R$ 33898,R$ 835488
2023-12-15 00:00:00,SEXTA-FEIRA,R$ 12699,R$ 806033
2023-12-16 00:00:00,SÁBADO,,R$ 755656
2023-12-17 00:00:00,DOMINGO,,R$ 711206
2023-12-18 00:00:00,SEGUNDA-FEIRA,R$ 67724,R$ 788331
2023-12-19 00:00:00,TERÇA-FEIRA,R$ 23538,R$ 785243
2023-12-20 00:00:00,QUARTA-FEIRA,R$ 96419,R$ 895430
2023-12-21 00:00:00,QUINTA-FEIRA,R$ 16797,R$ 877586
2023-12-22 00:00:00,SEXTA-FEIRA,R$ 48837,R$ 906512
2023-12-23 00:00:00,SÁBADO,R$ 809,R$ 868189
2023-12-24 00:00:00,DOMINGO,,R$ 832014
2023-12-25 00:00:00,SEGUNDA-FEIRA,,R$ 798734
2023-12-26 00:00:00,TERÇA-FEIRA,R$ 52346,R$ 830426
2023-12-27 00:00:00,QUARTA-FEIRA,R$ 58439,R$ 866766
2023-12-28 00:00:00,QUINTA-FEIRA,R$ 58592,R$ 900680
2023-12-29 00:00:00,SEXTA-FEIRA,R$ 65515,R$ 939655
2023-12-30 00:00:00,SÁBADO,,R$ 908333
2023-12-31 00:00:00,DOMINGO,,R$ 879032
2024-01-03 00:00:00,QUARTA-FEIRA,R$ 2680,R$ 27693
2024-01-04 00:00:00,QUINTA-FEIRA,R$ 28137,R$ 238832
2024-01-05 00:00:00,SEXTA-FEIRA,R$ 11700,R$ 263603
2024-01-06 00:00:00,SÁBADO,,R$ 219669
2024-01-07 00:00:00,DOMINGO,,R$ 188288
2024-01-08 00:00:00,SEGUNDA-FEIRA,R$ 26181,R$ 266202
2024-01-09 00:00:00,TERÇA-FEIRA,R$ 30641,R$ 342164
2024-01-10 00:00:00,QUARTA-FEIRA,R$ 29181,R$ 398407
2024-01-11 00:00:00,QUINTA-FEIRA,R$ 45281,R$ 489799
2024-01-12 00:00:00,SEXTA-FEIRA,R$ 5207,R$ 462433
2024-01-13 00:00:00,SÁBADO,,R$ 426861
2024-01-14 00:00:00,DOMINGO,,R$ 396371
2024-01-15 00:00:00,SEGUNDA-FEIRA,R$ 17793,R$ 406719
2024-01-16 00:00:00,TERÇA-FEIRA,R$ 34338,R$ 447830
2024-01-17 00:00:00,QUARTA-FEIRA,,R$ 421487
2024-01-18 00:00:00,QUINTA-FEIRA,R$ 66201,R$ 512084
2024-01-19 00:00:00,SEXTA-FEIRA,R$ 4563,R$ 492577
2024-01-20 00:00:00,SÁBADO,,R$ 467949
2024-01-21 00:00:00,DOMINGO,,R$ 445665
2024-01-22 00:00:00,SEGUNDA-FEIRA,R$ 22009,R$ 456420
2024-01-23 00:00:00,TERÇA-FEIRA,R$ 48425,R$ 501845
2024-01-24 00:00:00,QUARTA-FEIRA,R$ 42812,R$ 536234
2024-01-25 00:00:00,QUINTA-FEIRA,R$ 20733,R$ 540493
2024-01-26 00:00:00,SEXTA-FEIRA,R$ 1961,R$ 522043
2024-01-27 00:00:00,SÁBADO,,R$ 502708
2024-01-28 00:00:00,DOMINGO,,R$ 484754
2024-01-29 00:00:00,SEGUNDA-FEIRA,R$ 59616,R$ 531766
2024-01-30 00:00:00,TERÇA-FEIRA,R$ 26414,R$ 541335
2024-01-31 00:00:00,QUARTA-FEIRA,R$ 37998,R$ 561871
2024-02-01 00:00:00,QUINTA-FEIRA,R$ 4265,R$ 123687
2024-02-02 00:00:00,SEXTA-FEIRA,R$ 1309,R$ 80823
2024-02-03 00:00:00,SÁBADO,,R$ 53882
2024-02-04 00:00:00,DOMINGO,,R$ 40412
2024-02-05 00:00:00,SEGUNDA-FEIRA,R$ 33256,R$ 225216
2024-02-06 00:00:00,TERÇA-FEIRA,R$ 47631,R$ 417896
2024-02-07 00:00:00,QUARTA-FEIRA,R$ 37714,R$ 514441
2024-02-08 00:00:00,QUINTA-FEIRA,R$ 13360,R$ 498565
2024-02-09 00:00:00,SEXTA-FEIRA,R$ 8240,R$ 469721
2024-02-10 00:00:00,SÁBADO,,R$ 422749
2024-02-11 00:00:00,DOMINGO,,R$ 384317
2024-02-12 00:00:00,SEGUNDA-FEIRA,,R$ 352291
2024-02-13 00:00:00,TERÇA-FEIRA,,R$ 325192
